lat,lon,value
56.23624978,26.12875009,32.78134155
56.24458311,26.12875009,37.49777985
56.25291645,26.12875009,39.12019348
56.26124978,26.12875009,30.3740654
56.26958311,26.12875009,18.87306023
56.27791645,26.12875009,13.47119331
56.28624978,26.12875009,12.1217308
56.29458311,26.12875009,10.08277607
56.30291645,26.12875009,8.635041237
56.31124978,26.12875009,7.685499191
56.31958311,26.12875009,6.994256973
56.32791645,26.12875009,7.718804836
56.33624978,26.12875009,8.193572044
56.34458311,26.12875009,8.484170914
56.36124978,26.12875009,12.19634056
56.36958311,26.12875009,13.32175827
56.37791645,26.12875009,13.1139431
56.42791645,26.12875009,7.639502048
56.43624978,26.12875009,7.434076786
56.46958311,26.12875009,7.467976093
56.47791645,26.12875009,7.334656239
56.48624978,26.12875009,7.489698887
56.12791645,26.12041676,85.52404785
56.13624978,26.12041676,79.49842834
56.14458311,26.12041676,75.63011932
56.15291645,26.12041676,46.9789505
56.16124978,26.12041676,22.94825363
56.16958311,26.12041676,15.52898788
56.17791645,26.12041676,12.25263309
56.18624978,26.12041676,15.39094448
